ngram,COMP,NEG,NEUT,POS
설득력/NNG 이/JKS 부족/NNG,0,1,0,0
설득력/NNG 이/JKS 없/VA,0,2,0,0
설득력/NNG 이/JKS 있/VV,0,0,0,1
설득력/NNG 있/VV,0,0,0,1
설레/VV,0,0,0,1
설레/VV 게/EC,0,0,0,1
설레/VV 게/EC 하/VX,0,0,0,1
설명/NNG,0,0,0,13
설명/NNG 이/JKS,0,0,0,2
설명/NNG 이/JKS 필요/NNG,0,0,0,2
설명/NNG 하/XSV,0,0,0,7
섬/NNG,0,0,0,6
섬/NNG 들/XSN,0,0,0,1
섬/NNG 들/XSN 이/JKS,0,0,0,1
섬/NNG 을/JKO,0,0,0,2
섬/NNG 을/JKO 부수/VV,0,0,0,1
섬/NNG 을/JKO 잡아먹/VV,0,0,0,1
섬/NNG 이/JKS,0,0,0,1
섬/NNG 이/JKS 섬/NNG,0,0,0,1
섬/NNG 이/VCP,0,0,0,1
섬/NNG 이/VCP ㄹ/ETM,0,0,0,1
섬기/VV,0,0,0,1
섬기/VV ㅁ/ETN,0,0,0,1
섬세/XR,0,0,0,1
섬세/XR 하/XSA,0,0,0,1
섬세/XR 하/XSA 게/EC,0,0,0,1
성/NNG,0,0,0,1
성/NNG 차별/NNG,0,0,0,1
성/NNG 차별/NNG 폐지/NNG,0,0,0,1
성/XSN,0,16,2,25
성/XSN 과/JC,0,0,0,2
성/XSN 과/JC 반복/NNG,0,0,0,1
성/XSN 과/JC 절대주의/NNG,0,0,0,1
성/XSN 은/JX,0,2,0,0
성/XSN 은/JX 높/VA,0,1,0,0
성/XSN 은/JX 묻히/VV,0,1,0,0
성/XSN 을/JKO,0,3,0,7
성/XSN 을/JKO 가지/VV,0,0,0,1
성/XSN 을/JKO 갖/VV,0,1,0,0
성/XSN 을/JKO 높이/VV,0,0,0,1
성/XSN 을/JKO 다시금/MAG,0,0,0,1
성/XSN 을/JKO 되찾/VV,0,0,0,1
성/XSN 을/JKO 상실/NNG,0,1,0,0
성/XSN 을/JKO 이루/VV,0,0,0,1
성/XSN 을/JKO 일깨우/VV,0,1,0,0
성/XSN 을/JKO 지키/VV,0,0,0,1
성/XSN 을/JKO 지향/NNG,0,0,0,1
성/XSN 의/JKG,0,1,0,1
성/XSN 의/JKG 벽/NNG,0,0,0,1
성/XSN 의/JKG 희박/XR,0,1,0,0
성/XSN 이/JKS,0,4,0,6
성/XSN 이/JKS 낮/VA,0,1,0,0
성/XSN 이/JKS 높/VA,0,2,0,3
성/XSN 이/JKS 있/VV,0,0,0,1
성/XSN 이/JKS 적/VA,0,1,0,2
성격/NNG,0,1,0,1
성격/NNG 을/JKO,0,1,0,0
성격/NNG 을/JKO 떨치/VV,0,1,0,0
성격/NNG 이/VCP,0,0,0,1
성공/NNG,1,0,0,9
성공/NNG 을/JKO,0,0,0,1
성공/NNG 을/JKO 거두/VV,0,0,0,1
성공/NNG 이/VCP,0,0,0,1
성공/NNG 이/VCP ㄴ가/EF,0,0,0,1
성공/NNG 적/XSN,0,0,0,1
성공/NNG 하/XSV,0,0,0,3
성공/NNG 하/XSV ㄴ/ETM,0,0,0,1
성과/NNG,0,0,0,4
성과/NNG 로/JKB,0,0,0,1
성과/NNG 로/JKB 꼽히/VV,0,0,0,1
성과/NNG 를/JKO,0,0,0,2
성과/NNG 를/JKO 고객/NNG,0,0,0,1
성과/NNG 를/JKO 쌓/VV,0,0,0,1
성과물/NNG,0,0,0,1
성금/NNG,0,0,0,1
성금/NNG 을/JKO,0,0,0,1
성금/NNG 을/JKO 모으/VV,0,0,0,1
성대/XR,0,0,0,1
성대/XR 하/XSA,0,0,0,1
성명/NNG,0,0,0,2
성명/NNG 을/JKO,0,0,0,1
성명/NNG 을/JKO 내/VV,0,0,0,1
성숙/NNG,0,0,0,1
성숙/NNG 의/JKG,0,0,0,1
성숙/NNG 의/JKG 자리/NNG,0,0,0,1
성실/NNG,0,0,0,1
성실/NNG 하/XSA,0,0,0,1
성실/NNG 하/XSA 게/EC,0,0,0,1
성자/NNG,0,0,0,2
성장/NNG,0,1,0,2
성장/NNG 하/XSV,0,0,0,1
성장/NNG 하/XSV 아/EC,0,0,0,1
성지/NNG,0,1,0,1
성지/NNG 로/JKB,0,0,0,1
성지/NNG 로/JKB 삼/VV,0,0,0,1
성지/NNG 에/JKB,0,1,0,0
성지/NNG 에/JKB 는/JX,0,1,0,0
성찰/NNG,1,0,0,0
성취/NNG,0,0,0,2
성취/NNG 하/XSV,0,0,0,1
성행/NNG,0,1,0,0
성행/NNG 하/XSV,0,1,0,0
성향/NNG,0,0,1,1
성향/NNG 의도/NNG,0,0,0,1
성향/NNG 의도/NNG 를/JKO,0,0,0,1
성희롱/NNG,0,1,0,0
성희롱/NNG 사건/NNG,0,1,0,0
세/MM,0,1,0,0
세/MM 얼굴/NNG,0,1,0,0
세/MM 얼굴/NNG 을/JKO,0,1,0,0
세/NNB,0,0,0,2
세/NNB 년/NNB,0,0,0,1
세/NNB 년/NNB 년/NNB,0,0,0,1
세/NNB 세/NNB,0,0,0,1
세/NNB 세/NNB 년/NNB,0,0,0,1
세계/NNG,0,0,0,13
세계/NNG 가/JKS,0,0,0,1
세계/NNG 가/JKS 열리/VV,0,0,0,1
세계/NNG 는/JX,0,0,0,1
세계/NNG 는/JX 사람/NNG,0,0,0,1
세계/NNG 를/JKO,0,0,0,1
세계/NNG 를/JKO 가지/VV,0,0,0,1
세계/NNG 만큼/JX,0,0,0,1
세계/NNG 만큼/JX 위대/XR,0,0,0,1
세계/NNG 속/NNG,0,0,0,1
세계/NNG 속/NNG 에서/JKB,0,0,0,1
세계/NNG 에서/JKB,0,0,0,1
세계/NNG 에서/JKB 는/JX,0,0,0,1
세계/NNG 적/XSN,0,0,0,3
세계/NNG 적/XSN 으로/JKB,0,0,0,1
세계/NNG 평화/NNG,0,0,0,1
세계/NNG 평화/NNG 진원지/NNG,0,0,0,1
세계/NNG 화/XSN,0,0,0,1
세계/NNG 화/XSN 흐름/NNG,0,0,0,1
세기/NNG,0,0,0,1
세기/NNG 가장/MAG,0,0,0,1
세기/NNG 가장/MAG 성공/NNG,0,0,0,1
세대/NNG,0,0,0,2
세대/NNG 들/XSN,0,0,0,1
세대/NNG 들/XSN 이/JKS,0,0,0,1
세대/NNG 바람/NNG,0,0,0,1
세대/NNG 바람/NNG 이/JKS,0,0,0,1
세련미/NNG,0,0,0,1
세련미/NNG 가/JKS,0,0,0,1
세련미/NNG 가/JKS 느끼/VV,0,0,0,1
세상/NNG,0,0,0,8
세상/NNG 도/JX,0,0,0,1
세상/NNG 도/JX 똑바로/MAG,0,0,0,1
세상/NNG 에/JKB,0,0,0,1
세상/NNG 에/JKB 하/VV,0,0,0,1
세상/NNG 에서/JKB,0,0,0,2
세상/NNG 에서/JKB 가장/MAG,0,0,0,2
세상/NNG 은/JX,0,0,0,1
세상/NNG 은/JX 엉망진창/NNG,0,0,0,1
세상/NNG 의/JKG,0,0,0,3
세상/NNG 의/JKG 모든/MM,0,0,0,1
세상/NNG 의/JKG 바짓가랑이/NNG,0,0,0,1
세상/NNG 의/JKG 입/NNG,0,0,0,1
세속/NNG,0,0,0,1
세속/NNG 적/XSN,0,0,0,1
세속/NNG 적/XSN 으로/JKB,0,0,0,1
세습/NNG,0,1,0,0
세우/VV,0,1,0,2
세우/VV 어/EC,0,1,0,1
세우/VV 어/EC 놓/VX,0,0,0,1
세우/VV 어/EC 주/VX,0,1,0,0
센스/NNG,0,0,0,1
셈/NNB,0,0,1,5
셈/NNB 이/VCP,0,0,1,5
셈/NNB 이/VCP 다/EF,0,0,0,1
셈/NNG,0,0,0,1
셈/NNG 이/VCP,0,0,0,1
셰익스피어/NNP,0,0,0,1
셰익스피어/NNP 를/JKO,0,0,0,1
셰익스피어/NNP 를/JKO 무덤/NNG,0,0,0,1
소/EF,0,0,0,1
소감/NNG,0,0,0,1
소개/NNG,0,0,0,2
소개/NNG 하/XSV,0,0,0,2
소개/NNG 하/XSV 고/EC,0,0,0,1
소견/NNG,0,0,0,1
소극적/NNG,0,1,0,0
소극적/NNG 이/VCP,0,1,0,0
소낙비/NNG,0,0,0,1
소낙비/NNG 같이/MAG,0,0,0,1
소낙비/NNG 같이/MAG 허둥대/VV,0,0,0,1
소녀/NNG,0,0,0,1
소녀/NNG 를/JKO,0,0,0,1
소녀/NNG 를/JKO 살리/VV,0,0,0,1
소득/NNG,0,1,0,0
소득/NNG 수준/NNG,0,1,0,0
소득/NNG 수준/NNG 이/JKS,0,1,0,0
소리/NNG,0,0,0,3
소리/NNG 를/JKO,0,0,0,1
소리/NNG 를/JKO 들/VV,0,0,0,1
소문/NNG,0,1,0,1
소문/NNG 나/VV,0,0,0,1
소문/NNG 마저/JX,0,1,0,0
소문/NNG 마저/JX 나돌/VV,0,1,0,0
소변/NNG,0,0,0,2
소변/NNG 검사/NNG,0,0,0,1
소변/NNG 검사/NNG 로/JKB,0,0,0,1
소변/NNG 으로/JKB,0,0,0,1
소변/NNG 으로/JKB 확인/NNG,0,0,0,1
소비자/NNG,0,1,0,1
소비자/NNG 가격/NNG,0,0,0,1
소비자/NNG 가격/NNG 의/JKG,0,0,0,1
소비자/NNG 문제/NNG,0,1,0,0
소비자/NNG 문제/NNG 로/JKB,0,1,0,0
소설/NNG,0,0,0,1
소설/NNG 들/XSN,0,0,0,1
소설집/NNG,0,1,0,0
소설집/NNG 때/NNG,0,1,0,0
소설집/NNG 때/NNG 와/JKB,0,1,0,0
소송/NNG,0,1,0,0
소송/NNG 을/JKO,0,1,0,0
소송/NNG 을/JKO 제기/NNG,0,1,0,0
소수/NNG,0,0,0,1
소수/NNG 의/JKG,0,0,0,1
소수/NNG 의/JKG 깨치/VV,0,0,0,1
소신/NNG,0,1,0,0
소신/NNG 없이/MAG,0,1,0,0
소신/NNG 없이/MAG 눈치/NNG,0,1,0,0
소심/XR,0,2,0,0
소심/XR 하/XSA,0,2,0,0
소심/XR 하/XSA ㄴ/ETM,0,1,0,0
소아마비/NNG,0,1,0,0
소외/NNG,0,0,0,1
소외/NNG 되/XSV,0,0,0,1
소외/NNG 되/XSV ㄴ/ETM,0,0,0,1
소용/NNG,0,1,0,0
소용/NNG 이/JKS,0,1,0,0
소용/NNG 이/JKS 없/VA,0,1,0,0
소위/MAG,0,0,0,1
소위/MAG 발전/NNG,0,0,0,1
소위/MAG 발전/NNG 하/XSV,0,0,0,1
소일/NNG,0,0,0,1
소일/NNG 을/JKO,0,0,0,1
소일/NNG 을/JKO 하/VV,0,0,0,1
소중/XR,0,0,0,3
소중/XR 하/XSA,0,0,0,3
소중/XR 하/XSA 게/EC,0,0,0,2
소중/XR 하/XSA ㄴ/ETM,0,0,0,1
소지/NNG,0,1,0,0
소지/NNG 가/JKS,0,1,0,0
소지/NNG 가/JKS 많/VA,0,1,0,0
소홀/NNG,0,1,0,0
소홀히/MAG,0,2,0,0
소홀히/MAG 하/VV,0,1,0,0
소환/NNG,0,1,0,0
소환/NNG 조차/JX,0,1,0,0
소환/NNG 조차/JX 않/VV,0,1,0,0
속/NNG,0,6,0,5
속/NNG 모르/VV,0,1,0,0
속/NNG 썩이/VV,0,1,0,0
속/NNG 에/JKB,0,1,0,2
속/NNG 에/JKB 들어가/VV,0,1,0,0
속/NNG 에/JKB 빛/NNG,0,0,0,1
속/NNG 에/JKB 피어나/VV,0,0,0,1
속/NNG 에서/JKB,0,2,0,3
속/NNG 에서/JKB 그/NP,0,0,0,1
속/NNG 에서/JKB 미끼/NNG,0,1,0,0
속/NNG 에서/JKB 미술인/NNG,0,0,0,1
속/NNG 에서/JKB 비참/NNG,0,1,0,0
속내/NNG,0,0,0,2
속내/NNG 를/JKO,0,0,0,1
속내/NNG 를/JKO 꺼내/VV,0,0,0,1
속도/NNG,0,0,0,1
속도/NNG 와/JC,0,0,0,1
속도/NNG 와/JC 카메라/NNG,0,0,0,1
속도감/NNG,0,0,0,2
속도감/NNG 있/VV,0,0,0,1
속이/VV,0,1,0,0
속임수/NNG,0,1,0,0
속하/VV,0,0,0,1
속하/VV 아/EC,0,0,0,1
속하/VV 아/EC 있/VX,0,0,0,1
손/NNG,0,1,0,5
손/NNG 끝/NNG,0,0,0,1
손/NNG 끝/NNG 이/JKS,0,0,0,1
손/NNG 때/NNG,0,0,0,1
손/NNG 때/NNG 묻/VV,0,0,0,1
손/NNG 에/JKB,0,0,0,1
손/NNG 에/JKB 쥐/VV,0,0,0,1
손/NNG 으로/JKB,0,0,0,2
손/NNG 으로/JKB 입/NNG,0,0,0,1
손/NNG 으로/JKB 전하/VV,0,0,0,1
손/NNG 을/JKO,0,1,0,0
손/NNG 을/JKO 흔들/VV,0,1,0,0
손꼽히/VV,0,0,0,1
손꼽히/VV 는/ETM,0,0,0,1
손꼽히/VV 는/ETM 국내/NNG,0,0,0,1
손님/NNG,0,0,0,1
손님/NNG 들/XSN,0,0,0,1
손님/NNG 들/XSN 에게/JKB,0,0,0,1
손목/NNG,0,0,0,1
손목/NNG 의/JKG,0,0,0,1
손목/NNG 의/JKG 골절/NNG,0,0,0,1
손바닥/NNG,0,0,1,0
손바닥/NNG 으로/JKB,0,0,1,0
손바닥/NNG 으로/JKB 하늘/NNG,0,0,1,0
손발/NNG,0,0,0,1
손발/NNG 이/JKS,0,0,0,1
손발/NNG 이/JKS 마비/NNG,0,0,0,1
손색/NNG,0,0,0,1
손색/NNG 없/VA,0,0,0,1
손쉽/VA,0,0,0,1
손쉽/VA 게/EC,0,0,0,1
손쉽/VA 게/EC 의지/NNG,0,0,0,1
손해/NNG,0,1,0,0
손해/NNG 배상/NNG,0,1,0,0
손해/NNG 배상/NNG 을/JKO,0,1,0,0
솔직/XR,0,0,0,3
솔직/XR 하/XSA,0,0,0,3
솔직/XR 하/XSA ㅁ/ETN,0,0,0,1
솜씨/NNG,0,0,0,1
솜씨/NNG 는/JX,0,0,0,1
솜씨/NNG 는/JX 능숙/XR,0,0,0,1
송수신/NNG,0,0,0,1
송편/NNG,0,0,0,1
송편/NNG 을/JKO,0,0,0,1
송편/NNG 을/JKO 빚/VV,0,0,0,1
수/MM,0,1,0,0
수/MM 백/NR,0,1,0,0
수/MM 백/NR 명/NNB,0,1,0,0
수/NNB,2,14,2,105
수/NNB 가/JKS,0,2,1,6
수/NNB 가/JKS 없/VA,0,2,1,5
수/NNB 가/JKS 있/VV,0,0,0,1
수/NNB 는/JX,0,0,0,1
수/NNB 는/JX 없/VA,0,0,0,1
수/NNB 도/JX,0,0,0,8
수/NNB 도/JX 있/VV,0,0,0,8
수/NNB 밖에/JX,0,0,0,7
수/NNB 밖에/JX 없/VA,0,0,0,7
수/NNB 없/VA,2,11,1,16
수/NNB 없/VA 겠/EP,0,0,0,1
수/NNB 없/VA 고/EC,0,0,0,1
수/NNB 없/VA 는/ETM,1,1,0,3
수/NNB 없/VA 다/EF,0,0,0,2
수/NNB 없/VA 습니다/EF,0,0,0,1
수/NNB 없/VA 어서/EC,0,1,0,0
수/NNB 없이/MAG,0,0,0,1
수/NNB 없이/MAG 좌수/NNG,0,0,0,1
수/NNB 있/VA,0,0,0,5
수/NNB 있/VA 다/EF,0,0,0,2
수/NNB 있/VV,0,1,0,59
수/NNB 있/VV 게/EC,0,0,0,3
수/NNB 있/VV 겠/EP,0,0,0,1
수/NNB 있/VV 기/ETN,0,0,0,1
수/NNB 있/VV 는/ETM,0,0,0,4
수/NNB 있/VV 다/EF,0,0,0,1
수/NNB 있/VV 다는/ETM,0,0,0,1
수/NNB 있/VV 다는데/EC,0,0,0,1
수/NNB 있/VV 었/EP,0,0,0,1
수/NNB 있/VV 을/ETM,0,0,0,4
수/NNB 있/VV 음/ETN,0,0,0,1
수/NNB 있/VV 지만/EC,0,1,0,0
수놓/VV,0,0,0,1
수놓/VV 았/EP,0,0,0,1
수단/NNG,0,1,0,0
수단/NNG 이/JKS,0,1,0,0
수단/NNG 이/JKS 없/VA,0,1,0,0
수려/XR,0,0,0,1
수려/XR 하/XSA,0,0,0,1
수미산/NNP,0,0,0,1
수미산/NNP 을/JKO,0,0,0,1
수미산/NNP 을/JKO 백천/NR,0,0,0,1
수박/NNG,0,0,0,1
수박/NNG 농사/NNG,0,0,0,1
수박/NNG 농사/NNG 에/JKB,0,0,0,1
수배/NNG,0,1,0,0
수배/NNG 를/JKO,0,1,0,0
수배/NNG 를/JKO 받/VV,0,1,0,0
수분/NNG,0,1,0,0
수분/NNG 과다/NNG,0,1,0,0
수상/NNG,0,0,0,1
수상작/NNG,0,0,0,1
수십/NR,0,0,0,1
수십/NR 배/NNG,0,0,0,1
수십/NR 배/NNG 를/JKO,0,0,0,1
수없이/MAG,0,0,0,2
수없이/MAG 염하/VV,0,0,0,1
수영/NNG,0,1,0,0
수영/NNG 미숙/XR,0,1,0,0
수요/NNG,0,0,0,3
수요/NNG 가/JKS,0,0,0,3
수요/NNG 가/JKS 늘/VV,0,0,0,1
수요/NNG 가/JKS 많/VA,0,0,0,1
수요/NNG 가/JKS 크/VA,0,0,0,1
수용/NNG,0,0,0,1
수용/NNG 하/XSV,0,0,0,1
수익/NNG,0,1,0,0
수익/NNG 성/XSN,0,1,0,0
수익/NNG 성/XSN 이/JKS,0,1,0,0
수입/NNG,0,0,0,1
수입/NNG 관계/NNG,0,0,0,1
수입/NNG 관계/NNG 없이/MAG,0,0,0,1
수준/NNG,0,2,0,0
수준/NNG 이/JKS,0,1,0,0
수준/NNG 이/JKS 고르/VA,0,1,0,0
수줍/VA,0,0,0,1
수줍/VA 게/EC,0,0,0,1
수줍/VA 게/EC 웃/VV,0,0,0,1
수직/NNG,0,0,1,0
수직/NNG 성/XSN,0,0,1,0
수퍼/NNG,0,0,0,1
수퍼/NNG 초/XPN,0,0,0,1
수퍼/NNG 초/XPN 울트라/NNG,0,0,0,1
숙맥/NNG,0,1,0,0
숙맥/NNG 이/VCP,0,1,0,0
숙연/XR,0,0,0,1
숙연/XR 하/XSA,0,0,0,1
순간/NNG,0,0,0,1
순간/NNG 어둠/NNG,0,0,0,1
순간/NNG 어둠/NNG 속/NNG,0,0,0,1
순례자/NNG,0,1,0,0
순례자/NNG 가/JKC,0,1,0,0
순례자/NNG 가/JKC 되/VV,0,1,0,0
순수/NNG,0,1,0,0
순수/NNG 하/XSA,0,1,0,0
순수/NNG 하/XSA ㄴ/ETM,0,1,0,0
순수익/NNG,0,0,0,1
순수익/NNG 은/JX,0,0,0,1
순진/XR,0,1,0,0
순진/XR 하/XSA,0,1,0,0
순진/XR 하/XSA 게/EC,0,1,0,0
숟가락/NNG,0,0,0,1
숟가락/NNG 퍼먹/VV,0,0,0,1
숟가락/NNG 퍼먹/VV 고/EC,0,0,0,1
술/NNG,0,1,0,0
술/NNG 을/JKO,0,1,0,0
술/NNG 을/JKO 마시/VV,0,1,0,0
술술/MAG,0,0,0,1
술술/MAG 읽/VV,0,0,0,1
술술/MAG 읽/VV 게/EC,0,0,0,1
숨/VV,0,2,0,1
숨/VV 어/EC,0,2,0,1
숨/VV 어/EC 살/VV,0,1,0,0
숨/VV 어/EC 있/VX,0,0,0,1
숨/VV 어/EC 지내/VV,0,1,0,0
숨소리/NNG,0,1,0,0
숨지/VV,0,1,0,0
숫자/NNG,0,0,0,1
숫자/NNG 나라/NNG,0,0,0,1
숫자/NNG 나라/NNG 의/JKG,0,0,0,1
숭배/NNG,0,1,0,0
숭배/NNG 를/JKO,0,1,0,0
숭배/NNG 를/JKO 강요/NNG,0,1,0,0
숱하/VA,0,1,0,0
숱하/VA ㄴ/ETM,0,1,0,0
숱하/VA ㄴ/ETM 폭력/NNG,0,1,0,0
숲/NNG,0,1,0,1
숲/NNG 을/JKO,0,1,0,1
숲/NNG 을/JKO 거느리/VV,0,1,0,0
숲/NNG 을/JKO 걸/VV,0,0,0,1
쉬/VV,0,0,1,0
쉬/VV ㄹ/ETM,0,0,1,0
쉬/VV ㄹ/ETM 새/NNG,0,0,1,0
쉽/VA,0,5,0,13
쉽/VA 게/EC,0,1,0,5
쉽/VA 게/EC 결심/NNG,0,0,0,1
쉽/VA 게/EC 굳/VV,0,0,0,1
쉽/VA 게/EC 내다보이/VV,0,0,0,1
쉽/VA 게/EC 말/NNG,0,0,0,1
쉽/VA 게/EC 찢어지/VV,0,1,0,0
쉽/VA ㄴ/ETM,0,0,0,1
쉽/VA ㄴ/ETM 책/NNG,0,0,0,1
쉽/VA 므로/EC,0,0,0,1
쉽/VA 므로/EC 규정/NNG,0,0,0,1
쉽/VA 은/ETM,0,0,0,1
쉽/VA 은/ETM 바닥/NNG,0,0,0,1
쉽/VA 지/EC,0,2,0,1
쉽/VA 지/EC 않/VX,0,2,0,1
스럽/XSA,1,7,0,9
스럽/XSA 게/EC,0,0,0,3
스럽/XSA 게/EC 이루/VV,0,0,0,1
스럽/XSA 게/EC 주례/NNG,0,0,0,1
스럽/XSA 기/ETN,0,1,0,0
스럽/XSA 기/ETN 짝/NNG,0,1,0,0
스럽/XSA ㄴ/ETM,0,1,0,2
스럽/XSA ㄴ/ETM 발현/NNG,0,0,0,1
스럽/XSA ㄴ/ETM 천진/NNG,0,0,0,1
스럽/XSA ㄴ/ETM 한/MM,0,1,0,0
스럽/XSA ㄹ/ETM,1,0,0,0
스럽/XSA ㄹ/ETM 만큼/NNB,1,0,0,0
스럽/XSA 어/EC,0,1,0,0
스럽/XSA 어/EC 하/VX,0,1,0,0
스럽/XSA 지/EC,0,1,0,0
스럽/XSA 지/EC 않/VX,0,1,0,0
스스로/MAG,0,0,0,3
스스로/MAG 전화/NNG,0,0,0,1
스스로/MAG 전화/NNG 를/JKO,0,0,0,1
스스로/MAG 하/VV,0,0,0,1
스스로/MAG 하/VV 아야/EC,0,0,0,1
스스로/NNG,0,0,0,1
스스로/NNG 를/JKO,0,0,0,1
스스로/NNG 를/JKO 격려/NNG,0,0,0,1
스타/NNG,0,0,0,1
스토리/NNG,0,0,0,2
스펙터클/NNG,0,0,0,1
스펙터클/NNG 하/XSA,0,0,0,1
스펙터클/NNG 하/XSA ㄴ/ETM,0,0,0,1
슬프/VA,0,1,0,0
슬픔/NNG,0,1,0,0
슬픔/NNG 의/JKG,0,1,0,0
슬픔/NNG 의/JKG 눈물/NNG,0,1,0,0
습관/NNG,0,1,0,0
습기/NNG,0,0,0,2
습기/NNG 가/JKS,0,0,0,1
습기/NNG 가/JKS 차/VV,0,0,0,1
습기/NNG 에/JKB,0,0,0,1
습기/NNG 에/JKB 도/JX,0,0,0,1
습니까/EF,0,0,0,2
습니다/EF,0,0,0,17
승부/NNG,0,0,0,1
승부/NNG 를/JKO,0,0,0,1
승부/NNG 를/JKO 걸/VV,0,0,0,1
승진/NNG,0,2,0,0
승진/NNG 가능/NNG,0,1,0,0
승진/NNG 가능/NNG 성/XSN,0,1,0,0
승진/NNG 하/XSV,0,1,0,0
승진/NNG 하/XSV 도록/EC,0,1,0,0
시/EP,0,0,0,9
시/EP 고/EC,0,0,0,1
시/EP 고/EC 이/MM,0,0,0,1
시/EP ㄴ/ETM,0,0,0,1
시/EP ㄴ/ETM 적/NNB,0,0,0,1
시/EP 는/ETM,0,0,0,1
시/EP 는/ETM 그분/NP,0,0,0,1
시/EP ㅂ니까/EF,0,0,0,1
시/EP ㅂ시오/EF,0,0,0,3
시/EP 어요/EF,0,0,0,2
시/XSN,0,0,1,0
시/XSN 되/XSV,0,0,1,0
시/XSN 되/XSV 지/EC,0,0,1,0
시각/NNG,0,0,1,1
시각/NNG 이/JKS,0,0,1,1
시각/NNG 이/JKS 대표/NNG,0,0,0,1
시각/NNG 이/JKS 생겨나/VV,0,0,1,0
시간/NNG,0,2,0,2
시간/NNG 도/JX,0,1,0,0
시간/NNG 도/JX 없/VA,0,1,0,0
시간/NNG 윤전기/NNG,0,0,0,1
시간/NNG 윤전기/NNG 노동자/NNG,0,0,0,1
시간/NNG 을/JKO,0,1,0,0
시간/NNG 을/JKO 망설이/VV,0,1,0,0
시간/NNG 정도/NNG,0,0,0,1
시간/NNG 정도/NNG 노래/NNG,0,0,0,1
시급/XR,0,2,0,1
시급/XR 하/XSA,0,1,0,1
시급/XR 하/XSA ㄴ/ETM,0,1,0,0
시기/NNG,0,0,0,1
시기/NNG 가/JKS,0,0,0,1
시기/NNG 가/JKS 있/VV,0,0,0,1
시나리오/NNG,0,0,0,1
시나리오/NNG 를/JKO,0,0,0,1
시나리오/NNG 를/JKO 쓰/VV,0,0,0,1
시달리/VV,0,2,0,0
시대/NNG,0,2,0,4
시대/NNG 가/JKS,0,0,0,1
시대/NNG 가/JKS 막/NNG,0,0,0,1
시대/NNG 로/JKB,0,0,0,1
시대/NNG 로/JKB 뚫/VV,0,0,0,1
시대/NNG 에서/JKB,0,0,0,1
시대/NNG 여성/NNG,0,0,0,1
시대/NNG 여성/NNG 들/XSN,0,0,0,1
시대/NNG 정신/NNG,0,1,0,0
시대/NNG 정신/NNG 에/JKB,0,1,0,0
시도/NNG,0,0,0,2
시도/NNG 하/XSV,0,0,0,2
시련/NNG,0,1,0,0
시멘트/NNG,0,2,0,0
시멘트/NNG 길/NNG,0,1,0,0
시멘트/NNG 덩어리/NNG,0,1,0,0
시사/NNG,0,0,0,1
시사/NNG 하/XSV,0,0,0,1
시선/NNG,0,0,0,1
시선/NNG 이/JKS,0,0,0,1
시선/NNG 이/JKS 두드러지/VA,0,0,0,1
시설/NNG,0,0,0,1
시설/NNG 을/JKO,0,0,0,1
시설/NNG 을/JKO 갖추/VV,0,0,0,1
시약/NNG,0,0,0,1
시약/NNG 을/JKO,0,0,0,1
시인/NNG,0,0,1,0
시인/NNG 의/JKG,0,0,1,0
시인/NNG 의/JKG 바로/MAG,0,0,1,0
시작/NNG,0,0,0,4
시작/NNG 되/XSV,0,0,0,1
시작/NNG 되/XSV ㄴ/ETM,0,0,0,1
시작/NNG 하/XSV,0,0,0,3
시작/NNG 하/XSV ㄹ/ETM,0,0,0,1
시작/NNG 하/XSV 았/EP,0,0,0,2
시장/NNG,0,0,0,3
시장/NNG 개척/NNG,0,0,0,1
시장/NNG 개척/NNG 에/JKB,0,0,0,1
시장/NNG 을/JKO,0,0,0,1
시장/NNG 을/JKO 활성/NNG,0,0,0,1
시장/NNG 이/JKS,0,0,0,1
시장/NNG 이/JKS 대여/NNG,0,0,0,1
시절/NNG,0,0,0,5
시절/NNG 부터/JX,0,0,0,2
시절/NNG 부터/JX 의/JKG,0,0,0,1
시절/NNG 부터/JX 줄곧/MAG,0,0,0,1
시절/NNG 은/JX,0,0,0,1
시절/NNG 은/JX 가/VV,0,0,0,1
시절/NNG 추억/NNG,0,0,0,1
시절/NNG 추억/NNG 떠오르/VV,0,0,0,1
시중/NNG,0,0,0,1
시중/NNG 보다/JKB,0,0,0,1
시집/NNG,0,0,0,2
시집/NNG 갈피/NNG,0,0,0,1
시집/NNG 갈피/NNG 마다/JX,0,0,0,1
시집/NNG 을/JKO,0,0,0,1
시집/NNG 을/JKO 보/VV,0,0,0,1
시치미/NNG,0,0,1,0
시치미/NNG 뚝/MAG,0,0,1,0
시치미/NNG 뚝/MAG 떼/VV,0,0,1,0
시키/XSV,0,7,0,11
시키/XSV 고/EC,0,0,0,1
시키/XSV 고/EC 싶/VX,0,0,0,1
시키/XSV 기/ETN,0,0,0,1
시키/XSV 기/ETN 위하/VV,0,0,0,1
시키/XSV 는/ETM,0,1,0,1
시키/XSV 는/ETM 걸림돌/NNG,0,1,0,0
시키/XSV 는/ETM 결여/NNG,0,0,0,1
시키/XSV 어/EC,0,0,0,1
시키/XSV 어/EC 보*/VV,0,0,0,1
시험/NNG,0,1,0,0
식/NNB,0,0,0,1
식/NNB 으로/JKB,0,0,0,1
식/VV,0,1,0,0
식/VV 은/ETM,0,1,0,0
식/VV 은/ETM 땀/NNG,0,1,0,0
